gu_name,waiting_personal_num ,waiting_company_num ,profit ,visited_personal_num ,visited_company_num ,Date 
강동구,63,19,530,65,10,"Saturday, July 30, 2022"
송파구,22,15,507,53,9,"Saturday, July 30, 2022"
관악구,62,8,492,24,5,"Monday, July 25, 2022"
금천구,79,17,421,20,11,"Monday, August 1, 2022"
구로구,53,13,454,51,10,"Tuesday, August 2, 2022"
마포구,25,18,489,47,12,"Monday, July 25, 2022"
강남구,70,15,597,56,8,"Sunday, July 31, 2022"
서초구,72,6,590,22,8,"Tuesday, July 26, 2022"
동작구,40,8,516,70,10,"Sunday, July 31, 2022"
은평구,71,13,589,24,13,"Friday, August 5, 2022"
중랑구,69,19,427,70,8,"Saturday, August 6, 2022"
강동구,31,6,498,40,13,"Wednesday, August 3, 2022"
송파구,35,6,419,49,11,"Wednesday, July 27, 2022"
관악구,57,17,429,29,8,"Wednesday, July 27, 2022"
금천구,38,12,554,61,12,"Saturday, August 6, 2022"
구로구,67,13,525,35,9,"Tuesday, July 26, 2022"
마포구,55,10,451,77,11,"Tuesday, July 26, 2022"
서대문구,39,6,537,39,13,"Wednesday, July 27, 2022"
중구,77,13,441,30,9,"Sunday, August 7, 2022"
성북구,54,11,458,22,6,"Sunday, August 7, 2022"
종로구,77,10,559,58,13,"Saturday, July 30, 2022"
영등포구,50,12,520,47,12,"Thursday, July 28, 2022"
관악구,23,11,575,36,13,"Friday, July 29, 2022"
강동구,52,10,581,63,8,"Monday, July 25, 2022"
송파구,48,10,514,69,5,"Thursday, August 4, 2022"
관악구,29,7,517,24,6,"Monday, July 25, 2022"
금천구,50,15,471,46,7,"Saturday, August 6, 2022"
구로구,66,16,405,52,11,"Thursday, July 28, 2022"
마포구,36,9,463,26,13,"Monday, August 1, 2022"
강남구,46,12,419,72,10,"Tuesday, August 2, 2022"
서초구,54,6,409,61,9,"Monday, August 1, 2022"
동작구,71,14,486,38,12,"Friday, August 5, 2022"
은평구,26,11,543,70,13,"Monday, July 25, 2022"
중랑구,38,18,430,45,12,"Sunday, July 31, 2022"
강동구,62,14,553,65,11,"Sunday, July 31, 2022"
송파구,53,7,535,36,10,"Thursday, August 4, 2022"
관악구,25,16,407,79,12,"Monday, August 1, 2022"
금천구,52,12,546,20,12,"Tuesday, July 26, 2022"
구로구,70,10,533,35,5,"Saturday, July 30, 2022"
마포구,42,6,464,42,8,"Friday, July 29, 2022"
서대문구,38,16,557,32,7,"Wednesday, August 3, 2022"
중구,71,13,460,55,12,"Monday, July 25, 2022"
성북구,31,17,542,59,9,"Sunday, July 31, 2022"
종로구,36,8,403,42,8,"Sunday, July 31, 2022"
영등포구,48,14,420,79,8,"Thursday, August 4, 2022"
관악구,47,17,447,38,12,"Thursday, July 28, 2022"
강동구,35,15,436,40,8,"Tuesday, July 26, 2022"
송파구,28,12,425,70,9,"Tuesday, August 2, 2022"
관악구,24,8,487,79,8,"Sunday, August 7, 2022"
금천구,67,19,457,65,6,"Monday, July 25, 2022"
구로구,60,8,446,78,8,"Friday, August 5, 2022"
마포구,59,14,463,57,6,"Friday, August 5, 2022"
강남구,25,9,441,34,11,"Monday, July 25, 2022"
서초구,70,11,452,25,13,"Tuesday, August 2, 2022"
동작구,38,7,569,56,8,"Saturday, July 30, 2022"
은평구,20,8,568,46,5,"Tuesday, July 26, 2022"
중랑구,39,11,495,30,6,"Monday, August 1, 2022"
강동구,71,13,540,61,9,"Tuesday, August 2, 2022"
송파구,40,12,579,70,8,"Wednesday, August 3, 2022"
관악구,65,11,467,27,7,"Tuesday, July 26, 2022"
금천구,44,7,582,40,8,"Tuesday, August 2, 2022"
구로구,21,10,523,31,9,"Tuesday, August 2, 2022"
마포구,60,12,400,68,12,"Saturday, July 30, 2022"
서대문구,40,16,464,57,10,"Friday, August 5, 2022"
중구,23,19,418,36,6,"Sunday, July 31, 2022"
성북구,23,13,582,62,13,"Thursday, August 4, 2022"
종로구,23,14,455,50,9,"Saturday, August 6, 2022"
영등포구,26,11,537,68,10,"Saturday, August 6, 2022"
관악구,35,11,467,52,10,"Monday, August 1, 2022"
강동구,47,14,553,54,13,"Thursday, July 28, 2022"
송파구,20,13,493,30,5,"Friday, August 5, 2022"
관악구,66,9,586,79,8,"Saturday, August 6, 2022"
금천구,75,13,400,64,9,"Thursday, August 4, 2022"
구로구,48,13,499,45,7,"Tuesday, July 26, 2022"
마포구,21,7,475,51,7,"Sunday, July 31, 2022"
강남구,78,12,451,73,7,"Saturday, July 30, 2022"
서초구,77,9,401,61,6,"Thursday, July 28, 2022"
동작구,45,10,596,69,5,"Monday, July 25, 2022"
은평구,55,11,436,51,6,"Saturday, July 30, 2022"
중랑구,46,14,443,24,6,"Wednesday, August 3, 2022"
강동구,51,10,580,29,8,"Tuesday, August 2, 2022"
송파구,51,8,487,32,9,"Tuesday, July 26, 2022"
관악구,68,12,426,58,8,"Wednesday, July 27, 2022"
금천구,41,10,442,40,11,"Monday, July 25, 2022"
구로구,49,12,599,56,10,"Sunday, August 7, 2022"
마포구,74,9,404,26,5,"Sunday, July 31, 2022"
서대문구,75,18,580,64,7,"Thursday, August 4, 2022"
중구,57,8,492,43,6,"Thursday, August 4, 2022"
성북구,33,8,565,31,6,"Wednesday, August 3, 2022"
종로구,29,9,459,66,13,"Saturday, July 30, 2022"
영등포구,78,16,435,35,6,"Monday, July 25, 2022"
관악구,43,13,410,36,13,"Monday, August 1, 2022"
강동구,63,16,554,32,8,"Thursday, July 28, 2022"
송파구,53,17,454,23,13,"Tuesday, July 26, 2022"
관악구,23,19,402,65,5,"Wednesday, July 27, 2022"
금천구,42,18,469,67,10,"Wednesday, August 3, 2022"
구로구,29,16,462,73,13,"Sunday, August 7, 2022"
마포구,36,10,518,76,9,"Wednesday, August 3, 2022"
강남구,24,19,526,53,5,"Monday, August 1, 2022"
서초구,78,16,456,53,11,"Wednesday, July 27, 2022"
동작구,48,8,407,24,5,"Monday, August 1, 2022"
은평구,73,11,478,61,5,"Sunday, July 31, 2022"
중랑구,63,14,542,67,5,"Sunday, August 7, 2022"
강동구,65,16,514,46,6,"Friday, August 5, 2022"
송파구,31,6,587,25,8,"Wednesday, July 27, 2022"
관악구,79,9,537,70,5,"Monday, August 1, 2022"
금천구,64,15,415,23,9,"Thursday, July 28, 2022"
구로구,20,12,445,53,9,"Friday, August 5, 2022"
마포구,72,14,443,50,12,"Wednesday, July 27, 2022"
서대문구,25,18,526,21,5,"Wednesday, July 27, 2022"
중구,73,7,499,61,7,"Sunday, August 7, 2022"
성북구,38,11,553,71,8,"Friday, August 5, 2022"
종로구,69,9,567,73,10,"Sunday, August 7, 2022"
영등포구,50,19,468,23,12,"Monday, July 25, 2022"
관악구,62,8,464,34,8,"Saturday, August 6, 2022"
강동구,64,9,508,69,11,"Tuesday, August 2, 2022"
송파구,63,19,502,52,13,"Wednesday, August 3, 2022"
관악구,27,9,528,62,10,"Friday, August 5, 2022"
금천구,23,14,562,75,6,"Sunday, July 31, 2022"
구로구,77,15,455,62,7,"Friday, August 5, 2022"
마포구,57,8,444,60,11,"Saturday, August 6, 2022"
강남구,49,6,524,65,6,"Tuesday, July 26, 2022"
서초구,42,17,562,21,11,"Sunday, August 7, 2022"
동작구,60,11,595,68,12,"Tuesday, July 26, 2022"
은평구,23,11,568,76,13,"Tuesday, August 2, 2022"
중랑구,68,8,506,31,8,"Monday, August 1, 2022"
강동구,66,14,488,36,9,"Thursday, July 28, 2022"
송파구,74,15,441,52,10,"Tuesday, July 26, 2022"
관악구,51,12,572,33,8,"Saturday, July 30, 2022"
금천구,40,12,413,45,8,"Friday, July 29, 2022"
구로구,20,17,587,57,13,"Wednesday, August 3, 2022"
마포구,65,9,528,45,9,"Monday, July 25, 2022"
서대문구,71,13,438,22,7,"Monday, July 25, 2022"
중구,25,12,465,72,6,"Wednesday, July 27, 2022"
성북구,43,18,495,32,12,"Wednesday, August 3, 2022"
종로구,61,18,585,20,6,"Saturday, July 30, 2022"
영등포구,34,19,501,72,11,"Friday, July 29, 2022"
관악구,39,18,419,49,11,"Saturday, August 6, 2022"
강동구,55,15,551,48,7,"Monday, July 25, 2022"
송파구,73,7,459,75,10,"Wednesday, August 3, 2022"
관악구,78,13,432,29,8,"Sunday, July 31, 2022"
금천구,21,8,433,20,8,"Friday, July 29, 2022"
구로구,25,16,537,46,13,"Monday, August 1, 2022"
마포구,75,11,460,46,6,"Friday, July 29, 2022"
강남구,72,11,455,36,13,"Friday, August 5, 2022"
서초구,53,18,534,78,10,"Saturday, August 6, 2022"
동작구,78,13,512,57,10,"Saturday, July 30, 2022"
은평구,21,14,599,70,11,"Friday, August 5, 2022"
중랑구,55,17,554,70,11,"Monday, July 25, 2022"
강동구,52,19,567,43,10,"Monday, July 25, 2022"
송파구,66,9,567,71,5,"Saturday, July 30, 2022"
관악구,79,15,426,70,13,"Tuesday, July 26, 2022"
금천구,73,7,563,52,5,"Monday, August 1, 2022"
구로구,32,14,588,79,6,"Sunday, July 31, 2022"
마포구,45,16,559,41,5,"Monday, July 25, 2022"
서대문구,75,15,594,66,11,"Sunday, July 31, 2022"
중구,34,9,435,36,9,"Friday, July 29, 2022"
성북구,42,6,503,59,5,"Thursday, August 4, 2022"
종로구,54,13,414,68,12,"Monday, August 1, 2022"
영등포구,58,12,573,50,8,"Saturday, July 30, 2022"
관악구,23,8,446,49,9,"Sunday, July 31, 2022"
강동구,67,9,522,31,13,"Monday, August 1, 2022"
송파구,24,12,483,58,5,"Monday, July 25, 2022"
관악구,32,18,526,25,7,"Tuesday, August 2, 2022"
금천구,34,7,599,56,12,"Monday, August 1, 2022"
구로구,43,12,503,38,9,"Friday, July 29, 2022"
마포구,52,11,422,29,6,"Saturday, July 30, 2022"
강남구,74,15,588,22,8,"Tuesday, July 26, 2022"
서초구,34,12,516,75,10,"Tuesday, August 2, 2022"
동작구,57,18,465,38,13,"Monday, July 25, 2022"
은평구,76,7,584,57,7,"Tuesday, July 26, 2022"
중랑구,33,10,411,43,12,"Friday, August 5, 2022"
강동구,49,14,550,51,7,"Thursday, July 28, 2022"
송파구,27,14,559,72,9,"Tuesday, July 26, 2022"
관악구,21,14,438,47,12,"Tuesday, August 2, 2022"
금천구,60,9,418,50,13,"Sunday, August 7, 2022"
구로구,58,11,567,59,13,"Tuesday, August 2, 2022"
마포구,77,10,563,77,10,"Thursday, July 28, 2022"
서대문구,55,6,550,30,11,"Monday, August 1, 2022"
중구,65,14,535,71,10,"Monday, August 1, 2022"
성북구,67,11,525,56,6,"Sunday, August 7, 2022"
종로구,64,16,519,71,7,"Tuesday, August 2, 2022"
영등포구,74,12,546,37,13,"Monday, July 25, 2022"
관악구,67,7,550,37,9,"Monday, August 1, 2022"
강동구,63,19,571,68,5,"Friday, August 5, 2022"
송파구,70,18,462,26,7,"Saturday, August 6, 2022"
관악구,45,13,481,56,9,"Wednesday, August 3, 2022"
금천구,55,12,444,23,11,"Saturday, August 6, 2022"
구로구,27,7,476,76,5,"Monday, July 25, 2022"
마포구,79,15,568,70,11,"Sunday, August 7, 2022"
강남구,54,7,507,32,6,"Thursday, August 4, 2022"
서초구,21,16,424,43,9,"Saturday, July 30, 2022"
동작구,35,12,486,44,12,"Wednesday, July 27, 2022"
은평구,77,16,542,36,6,"Tuesday, July 26, 2022"
중랑구,29,18,590,57,13,"Sunday, July 31, 2022"
강동구,50,14,432,47,10,"Friday, July 29, 2022"
송파구,47,8,454,42,6,"Sunday, July 31, 2022"
관악구,67,16,521,20,8,"Monday, August 1, 2022"
금천구,49,14,507,78,13,"Tuesday, July 26, 2022"
구로구,47,12,425,44,11,"Monday, August 1, 2022"
마포구,49,16,545,47,9,"Saturday, August 6, 2022"
서대문구,74,12,442,58,12,"Monday, August 1, 2022"
중구,58,12,451,30,11,"Wednesday, August 3, 2022"
성북구,64,11,596,22,5,"Friday, August 5, 2022"
종로구,67,6,429,58,8,"Wednesday, July 27, 2022"
영등포구,71,17,530,54,10,"Thursday, August 4, 2022"
관악구,54,10,411,23,5,"Friday, August 5, 2022"
강동구,21,18,486,44,13,"Wednesday, August 3, 2022"
송파구,69,6,420,23,5,"Sunday, August 7, 2022"
관악구,74,8,554,33,9,"Thursday, August 4, 2022"
금천구,33,16,598,39,7,"Monday, August 1, 2022"
구로구,55,12,569,77,7,"Tuesday, August 2, 2022"
마포구,79,13,443,24,8,"Sunday, July 31, 2022"
강남구,53,17,479,60,11,"Saturday, August 6, 2022"
서초구,79,13,542,54,6,"Monday, July 25, 2022"
동작구,79,19,571,29,9,"Wednesday, August 3, 2022"
은평구,57,8,458,51,8,"Friday, August 5, 2022"
중랑구,48,19,553,78,5,"Thursday, July 28, 2022"
강동구,54,11,466,32,13,"Saturday, July 30, 2022"
송파구,69,11,464,61,6,"Sunday, August 7, 2022"
관악구,78,12,431,71,11,"Saturday, August 6, 2022"
금천구,41,6,570,54,12,"Wednesday, August 3, 2022"
구로구,34,11,439,73,6,"Saturday, July 30, 2022"
마포구,77,17,545,69,11,"Friday, August 5, 2022"
서대문구,25,16,532,47,9,"Friday, July 29, 2022"
중구,58,9,521,57,7,"Friday, July 29, 2022"
성북구,60,7,454,67,9,"Thursday, August 4, 2022"
종로구,42,13,469,79,6,"Saturday, July 30, 2022"
영등포구,60,16,588,71,10,"Wednesday, July 27, 2022"
관악구,38,10,513,44,6,"Tuesday, August 2, 2022"
강동구,22,10,442,75,9,"Wednesday, August 3, 2022"
송파구,56,15,418,31,7,"Friday, August 5, 2022"
관악구,73,17,493,24,8,"Friday, August 5, 2022"
금천구,36,19,465,63,13,"Saturday, July 30, 2022"
구로구,77,16,453,33,8,"Wednesday, August 3, 2022"
마포구,59,7,418,62,7,"Thursday, July 28, 2022"
강남구,70,19,586,45,13,"Saturday, August 6, 2022"
서초구,27,18,534,60,5,"Saturday, August 6, 2022"
동작구,20,15,489,66,7,"Monday, August 1, 2022"
은평구,40,13,538,23,8,"Friday, August 5, 2022"
중랑구,27,13,561,44,13,"Tuesday, July 26, 2022"
강동구,44,19,402,31,13,"Tuesday, July 26, 2022"
송파구,48,7,530,42,11,"Tuesday, August 2, 2022"
관악구,35,6,502,70,6,"Friday, August 5, 2022"
금천구,43,14,541,38,5,"Wednesday, August 3, 2022"
구로구,52,7,525,56,13,"Monday, July 25, 2022"
마포구,63,16,567,32,5,"Sunday, August 7, 2022"
서대문구,44,13,561,30,11,"Thursday, July 28, 2022"
중구,66,8,410,78,11,"Saturday, July 30, 2022"
성북구,22,14,413,48,9,"Wednesday, July 27, 2022"
종로구,69,8,501,62,12,"Monday, August 1, 2022"
영등포구,52,11,492,41,6,"Friday, July 29, 2022"
관악구,27,16,403,47,13,"Friday, July 29, 2022"
강동구,50,19,412,58,9,"Saturday, August 6, 2022"
송파구,33,7,463,51,12,"Monday, August 1, 2022"
관악구,40,15,490,64,6,"Sunday, August 7, 2022"
금천구,72,11,439,31,9,"Sunday, July 31, 2022"
구로구,61,18,567,53,13,"Tuesday, August 2, 2022"
마포구,51,14,577,49,12,"Friday, July 29, 2022"
강남구,43,16,551,27,7,"Monday, July 25, 2022"
서초구,37,6,511,72,12,"Thursday, July 28, 2022"
동작구,54,16,544,72,13,"Tuesday, July 26, 2022"
은평구,28,11,505,74,7,"Wednesday, August 3, 2022"
중랑구,52,13,515,69,11,"Sunday, July 31, 2022"
강동구,75,15,550,56,7,"Saturday, August 6, 2022"
송파구,79,13,569,58,11,"Monday, August 1, 2022"
관악구,63,11,549,73,6,"Tuesday, August 2, 2022"
금천구,32,16,417,34,9,"Saturday, July 30, 2022"
구로구,30,13,422,56,8,"Sunday, August 7, 2022"
마포구,78,18,579,23,11,"Sunday, August 7, 2022"
서대문구,37,6,502,30,6,"Tuesday, August 2, 2022"
중구,78,16,598,47,10,"Wednesday, July 27, 2022"
성북구,79,7,592,66,7,"Saturday, July 30, 2022"
종로구,47,8,401,27,12,"Saturday, August 6, 2022"
영등포구,58,19,474,52,5,"Tuesday, July 26, 2022"
관악구,65,13,463,64,11,"Friday, August 5, 2022"
강동구,30,13,554,26,8,"Wednesday, August 3, 2022"
송파구,53,17,575,24,6,"Thursday, August 4, 2022"
관악구,69,12,409,69,8,"Tuesday, August 2, 2022"
금천구,49,15,496,30,8,"Monday, August 1, 2022"
구로구,62,13,526,61,11,"Sunday, August 7, 2022"
마포구,27,15,459,52,5,"Sunday, August 7, 2022"
강남구,48,10,429,28,11,"Friday, July 29, 2022"
서초구,58,11,494,42,11,"Wednesday, July 27, 2022"
동작구,37,7,537,24,12,"Monday, August 1, 2022"
은평구,59,19,525,53,7,"Sunday, July 31, 2022"
중랑구,28,13,560,40,13,"Sunday, July 31, 2022"
강동구,39,16,598,27,5,"Tuesday, July 26, 2022"
송파구,33,11,509,58,7,"Sunday, July 31, 2022"
관악구,65,7,419,22,12,"Thursday, August 4, 2022"
금천구,45,19,436,31,9,"Sunday, July 31, 2022"
구로구,43,13,577,49,12,"Wednesday, August 3, 2022"
마포구,29,13,447,42,8,"Saturday, August 6, 2022"
서대문구,42,10,593,33,10,"Wednesday, August 3, 2022"
중구,56,6,577,26,10,"Friday, August 5, 2022"
성북구,46,9,449,44,8,"Saturday, July 30, 2022"
종로구,29,6,507,37,5,"Wednesday, August 3, 2022"
영등포구,53,8,572,31,11,"Monday, August 1, 2022"
관악구,59,6,582,44,9,"Saturday, August 6, 2022"
강동구,22,19,580,53,5,"Friday, July 29, 2022"
송파구,25,10,402,33,13,"Saturday, August 6, 2022"
관악구,61,9,501,61,8,"Saturday, July 30, 2022"
금천구,76,16,516,58,13,"Friday, July 29, 2022"
구로구,38,6,428,50,8,"Wednesday, July 27, 2022"
마포구,39,12,411,79,12,"Tuesday, July 26, 2022"
강남구,23,10,517,52,9,"Sunday, July 31, 2022"
서초구,59,12,469,62,6,"Saturday, August 6, 2022"
동작구,32,8,582,41,8,"Saturday, July 30, 2022"
은평구,33,19,593,46,5,"Friday, July 29, 2022"
중랑구,27,16,507,61,8,"Sunday, July 31, 2022"
강동구,42,14,464,29,11,"Sunday, July 31, 2022"
송파구,52,15,591,29,13,"Wednesday, August 3, 2022"
관악구,72,9,474,21,12,"Monday, July 25, 2022"
금천구,67,13,550,47,5,"Thursday, August 4, 2022"
구로구,68,6,436,50,10,"Thursday, August 4, 2022"
마포구,66,19,569,69,8,"Monday, August 1, 2022"
서대문구,26,10,552,35,13,"Wednesday, August 3, 2022"
중구,62,7,534,32,6,"Wednesday, August 3, 2022"
성북구,65,11,517,57,6,"Monday, August 1, 2022"
종로구,63,19,432,30,13,"Tuesday, August 2, 2022"
영등포구,43,13,413,50,10,"Tuesday, August 2, 2022"
관악구,59,13,547,31,7,"Friday, August 5, 2022"
강동구,70,12,437,32,9,"Tuesday, August 2, 2022"
송파구,59,13,426,24,13,"Saturday, July 30, 2022"
관악구,63,9,549,78,11,"Monday, July 25, 2022"
금천구,43,13,539,39,8,"Wednesday, July 27, 2022"
구로구,63,8,407,48,13,"Sunday, July 31, 2022"
마포구,25,14,534,41,9,"Tuesday, July 26, 2022"
강남구,39,18,562,29,13,"Sunday, July 31, 2022"
서초구,41,10,424,76,9,"Saturday, July 30, 2022"
동작구,76,9,460,37,8,"Saturday, July 30, 2022"
은평구,29,6,412,56,9,"Saturday, July 30, 2022"
중랑구,51,13,457,55,11,"Friday, August 5, 2022"
강동구,49,8,412,35,7,"Sunday, July 31, 2022"
송파구,31,6,486,45,11,"Wednesday, August 3, 2022"
관악구,55,16,570,64,7,"Friday, July 29, 2022"
금천구,62,10,511,49,9,"Thursday, July 28, 2022"
구로구,44,18,546,57,9,"Monday, August 1, 2022"
마포구,31,7,559,58,10,"Tuesday, July 26, 2022"
서대문구,27,16,584,65,9,"Friday, August 5, 2022"
중구,33,15,509,30,5,"Friday, August 5, 2022"
성북구,42,19,451,37,6,"Thursday, August 4, 2022"
종로구,60,7,543,47,12,"Thursday, July 28, 2022"
영등포구,29,15,486,75,10,"Tuesday, July 26, 2022"
관악구,58,6,419,77,5,"Tuesday, July 26, 2022"
강동구,29,17,518,31,10,"Saturday, August 6, 2022"
송파구,71,16,584,37,8,"Wednesday, August 3, 2022"
관악구,36,12,460,28,7,"Thursday, August 4, 2022"
금천구,38,16,402,58,5,"Sunday, July 31, 2022"
구로구,54,19,406,54,9,"Friday, July 29, 2022"
마포구,72,10,529,43,7,"Wednesday, August 3, 2022"
강남구,77,6,500,68,7,"Wednesday, July 27, 2022"
서초구,38,9,536,49,7,"Wednesday, August 3, 2022"
동작구,71,15,582,76,8,"Wednesday, July 27, 2022"
은평구,77,18,487,42,8,"Sunday, August 7, 2022"
중랑구,78,16,539,72,7,"Saturday, July 30, 2022"
강동구,76,11,409,77,6,"Wednesday, July 27, 2022"
송파구,79,6,531,39,10,"Wednesday, July 27, 2022"
관악구,28,19,554,63,13,"Thursday, July 28, 2022"
금천구,65,19,476,48,6,"Saturday, August 6, 2022"
구로구,24,19,549,35,6,"Tuesday, July 26, 2022"
마포구,79,15,420,49,12,"Monday, July 25, 2022"
서대문구,28,8,488,66,13,"Saturday, August 6, 2022"
중구,22,13,568,66,5,"Sunday, July 31, 2022"
성북구,46,18,551,60,6,"Saturday, July 30, 2022"
종로구,33,9,424,41,7,"Monday, August 1, 2022"
영등포구,33,10,416,70,8,"Thursday, August 4, 2022"
관악구,30,9,522,59,13,"Saturday, August 6, 2022"
강동구,67,12,404,22,9,"Saturday, August 6, 2022"
송파구,34,15,453,37,9,"Saturday, August 6, 2022"
관악구,33,14,496,20,13,"Wednesday, August 3, 2022"
금천구,78,14,463,32,10,"Sunday, July 31, 2022"
구로구,78,8,560,32,9,"Friday, August 5, 2022"
마포구,66,18,553,62,6,"Tuesday, August 2, 2022"
강남구,34,16,503,39,11,"Saturday, July 30, 2022"
서초구,71,6,406,69,9,"Saturday, August 6, 2022"
동작구,70,6,416,61,8,"Sunday, July 31, 2022"
은평구,23,9,473,61,13,"Tuesday, July 26, 2022"
중랑구,29,15,498,43,6,"Wednesday, July 27, 2022"
강동구,67,19,483,71,9,"Thursday, August 4, 2022"
송파구,27,13,468,22,9,"Tuesday, July 26, 2022"
관악구,60,8,421,73,10,"Saturday, August 6, 2022"
금천구,58,12,567,73,13,"Wednesday, August 3, 2022"
구로구,67,8,562,58,6,"Sunday, July 31, 2022"
마포구,45,7,433,44,6,"Wednesday, July 27, 2022"
서대문구,39,18,467,52,11,"Saturday, July 30, 2022"
중구,59,9,521,57,5,"Saturday, July 30, 2022"
성북구,34,6,594,57,7,"Sunday, July 31, 2022"
종로구,59,9,451,58,11,"Saturday, August 6, 2022"
영등포구,39,9,494,45,11,"Saturday, July 30, 2022"
관악구,45,17,418,65,13,"Friday, August 5, 2022"
강동구,54,15,529,71,11,"Monday, July 25, 2022"
송파구,64,6,490,63,9,"Friday, July 29, 2022"
관악구,38,17,462,56,6,"Thursday, July 28, 2022"
금천구,72,18,454,48,7,"Saturday, August 6, 2022"
구로구,50,12,517,47,5,"Sunday, July 31, 2022"
마포구,46,15,466,66,9,"Saturday, August 6, 2022"
강남구,63,19,517,42,7,"Thursday, July 28, 2022"
서초구,39,9,554,53,13,"Saturday, August 6, 2022"
동작구,53,17,557,70,12,"Saturday, July 30, 2022"
은평구,55,7,483,44,12,"Tuesday, July 26, 2022"
중랑구,43,7,442,41,8,"Sunday, July 31, 2022"
강동구,31,18,559,46,8,"Thursday, August 4, 2022"
송파구,36,18,423,32,5,"Tuesday, July 26, 2022"
관악구,75,18,490,57,11,"Thursday, August 4, 2022"
금천구,45,8,495,37,11,"Saturday, July 30, 2022"
구로구,77,7,532,61,6,"Thursday, August 4, 2022"
마포구,49,8,416,27,12,"Saturday, August 6, 2022"
서대문구,21,13,428,21,6,"Monday, August 1, 2022"
중구,66,19,434,63,7,"Sunday, August 7, 2022"
성북구,65,9,540,63,11,"Wednesday, July 27, 2022"
종로구,52,10,463,56,6,"Monday, August 1, 2022"
영등포구,28,19,591,29,10,"Saturday, July 30, 2022"
관악구,24,16,576,28,7,"Saturday, July 30, 2022"
강동구,70,10,566,76,9,"Saturday, July 30, 2022"
송파구,54,8,555,59,12,"Saturday, July 30, 2022"
관악구,44,14,532,36,13,"Tuesday, August 2, 2022"
금천구,71,11,400,77,5,"Saturday, August 6, 2022"
구로구,63,8,483,53,8,"Monday, July 25, 2022"
마포구,65,11,585,47,11,"Tuesday, August 2, 2022"
강남구,37,13,477,32,7,"Monday, July 25, 2022"
서초구,48,14,411,72,6,"Friday, August 5, 2022"
동작구,29,17,445,59,7,"Wednesday, August 3, 2022"
은평구,24,11,530,41,6,"Monday, July 25, 2022"
중랑구,32,13,583,41,6,"Sunday, July 31, 2022"
강동구,74,18,456,26,10,"Monday, July 25, 2022"
송파구,48,14,447,63,10,"Saturday, July 30, 2022"
관악구,51,7,489,23,11,"Saturday, August 6, 2022"
금천구,53,17,541,65,12,"Friday, August 5, 2022"
구로구,64,19,556,54,6,"Monday, August 1, 2022"
마포구,34,12,588,51,7,"Friday, August 5, 2022"
서대문구,30,17,441,44,11,"Sunday, August 7, 2022"
중구,52,16,560,44,11,"Friday, August 5, 2022"
성북구,63,19,583,73,7,"Sunday, August 7, 2022"
종로구,33,6,499,74,12,"Monday, August 1, 2022"
영등포구,67,10,443,67,11,"Monday, August 1, 2022"
관악구,68,17,556,28,6,"Monday, July 25, 2022"
강동구,47,10,509,35,6,"Tuesday, August 2, 2022"
송파구,38,14,587,36,13,"Friday, August 5, 2022"
관악구,29,19,451,41,6,"Tuesday, July 26, 2022"
금천구,42,7,580,47,9,"Monday, August 1, 2022"
구로구,41,13,444,54,13,"Monday, July 25, 2022"
마포구,23,13,573,76,7,"Monday, August 1, 2022"
강남구,26,7,433,47,7,"Wednesday, August 3, 2022"
서초구,60,17,431,43,6,"Sunday, August 7, 2022"
동작구,62,14,594,34,8,"Wednesday, August 3, 2022"
은평구,45,12,568,42,8,"Wednesday, July 27, 2022"
중랑구,43,18,447,53,7,"Monday, August 1, 2022"
강동구,45,15,481,73,10,"Wednesday, August 3, 2022"
송파구,40,18,549,49,13,"Saturday, July 30, 2022"
관악구,64,10,494,77,6,"Tuesday, July 26, 2022"
금천구,69,8,468,48,12,"Monday, July 25, 2022"
구로구,52,13,553,28,13,"Sunday, August 7, 2022"
마포구,27,18,588,69,12,"Friday, July 29, 2022"
서대문구,28,12,498,39,11,"Thursday, August 4, 2022"
중구,41,18,409,60,8,"Saturday, August 6, 2022"
성북구,35,14,481,49,9,"Thursday, July 28, 2022"
종로구,62,19,458,22,13,"Tuesday, July 26, 2022"
영등포구,63,8,553,78,5,"Thursday, July 28, 2022"
관악구,27,12,489,24,10,"Wednesday, August 3, 2022"
강동구,55,15,403,33,8,"Thursday, August 4, 2022"
송파구,76,10,574,74,10,"Monday, August 1, 2022"
관악구,57,9,505,29,11,"Friday, July 29, 2022"
금천구,52,14,468,55,6,"Thursday, August 4, 2022"
구로구,56,13,556,79,6,"Thursday, August 4, 2022"
마포구,29,9,565,75,12,"Wednesday, July 27, 2022"
강남구,52,12,586,63,13,"Wednesday, August 3, 2022"
서초구,39,10,439,25,12,"Tuesday, July 26, 2022"
동작구,30,14,417,68,10,"Saturday, August 6, 2022"
은평구,63,14,555,28,12,"Friday, August 5, 2022"
중랑구,39,18,509,27,11,"Sunday, August 7, 2022"
강동구,58,6,476,62,10,"Thursday, July 28, 2022"
송파구,71,16,572,21,7,"Saturday, August 6, 2022"
관악구,77,8,496,42,7,"Friday, July 29, 2022"
금천구,43,6,570,28,12,"Friday, July 29, 2022"
구로구,30,6,594,53,12,"Friday, July 29, 2022"
마포구,31,10,521,60,5,"Thursday, July 28, 2022"
서대문구,79,9,559,24,10,"Wednesday, August 3, 2022"
중구,69,15,582,54,10,"Sunday, July 31, 2022"
